127.0.0.1 - - [25/Oct/2019:04:21:54 -0400] "GET /juddiv3 HTTP/1.1" 302 -
127.0.0.1 - - [25/Oct/2019:04:21:57 -0400] "GET /juddiv3/ HTTP/1.1" 200 3396
127.0.0.1 - - [25/Oct/2019:04:21:58 -0400] "GET /juddiv3/juddi.css HTTP/1.1" 200 3052
127.0.0.1 - - [25/Oct/2019:04:21:58 -0400] "GET /favicon.ico HTTP/1.1" 200 21630
127.0.0.1 - - [25/Oct/2019:04:22:07 -0400] "GET /juddi-gui HTTP/1.1" 302 -
127.0.0.1 - - [25/Oct/2019:04:22:07 -0400] "GET /juddi-gui/ HTTP/1.1" 302 -
127.0.0.1 - - [25/Oct/2019:04:22:10 -0400] "GET /juddi-gui/home.jsp HTTP/1.1" 200 21264
127.0.0.1 - - [25/Oct/2019:04:22:10 -0400] "GET /juddi-gui/js/i18n.js.jsp HTTP/1.1" 200 3080
127.0.0.1 - - [25/Oct/2019:04:22:10 -0400] "GET /juddi-gui/img/logo2.png HTTP/1.1" 200 5721
127.0.0.1 - - [25/Oct/2019:04:22:11 -0400] "GET /juddi-gui/font/fontawesome-webfont.woff?v=3.0.1 HTTP/1.1" 200 29380
127.0.0.1 - - [25/Oct/2019:04:22:11 -0400] "GET /juddi-gui/favicon.ico HTTP/1.1" 200 766
127.0.0.1 - - [25/Oct/2019:04:22:19 -0400] "GET /juddi-gui/serviceBrowse.jsp HTTP/1.1" 200 21961
127.0.0.1 - - [25/Oct/2019:04:22:19 -0400] "GET /juddi-gui/js/i18n.js.jsp HTTP/1.1" 200 3080
127.0.0.1 - - [25/Oct/2019:04:22:19 -0400] "GET /juddi-gui/js/serviceBrowse.js HTTP/1.1" 200 3695
127.0.0.1 - - [25/Oct/2019:04:22:19 -0400] "POST /juddiv3/services/inquiry HTTP/1.1" 200 3443
127.0.0.1 - - [25/Oct/2019:04:22:19 -0400] "GET /juddi-gui/ajax/servicesearch.jsp?keyword=%25&offset=%5Bobject%20HTMLSpanElement%5D&maxrecords=20&lang=&_=1571991739340 HTTP/1.1" 200 5939
127.0.0.1 - - [25/Oct/2019:04:23:10 -0400] "POST /juddiv3/services/security HTTP/1.1" 200 581
127.0.0.1 - - [25/Oct/2019:04:23:10 -0400] "POST /juddi-gui/ajax/loginpost.jsp HTTP/1.1" 200 36
127.0.0.1 - - [25/Oct/2019:04:23:10 -0400] "GET /juddi-gui/login.jsp HTTP/1.1" 200 975
127.0.0.1 - - [25/Oct/2019:04:23:15 -0400] "GET /juddi-gui/importFromWsdl.jsp HTTP/1.1" 200 40850
127.0.0.1 - - [25/Oct/2019:04:23:15 -0400] "GET /juddi-gui/js/i18n.js.jsp HTTP/1.1" 200 3080
127.0.0.1 - - [25/Oct/2019:04:23:15 -0400] "GET /juddi-gui/js/businessChooser.js HTTP/1.1" 200 6457
127.0.0.1 - - [25/Oct/2019:04:23:15 -0400] "POST /juddiv3/services/inquiry HTTP/1.1" 200 3640
127.0.0.1 - - [25/Oct/2019:04:23:15 -0400] "GET /juddi-gui/ajax/businesssearch.jsp?keyword=%25&offset=0&maxrecords=10&lang=&chooser=true&_=1571991795157 HTTP/1.1" 200 1815
127.0.0.1 - - [25/Oct/2019:04:23:54 -0400] "POST /juddiv3/services/inquiry HTTP/1.1" 200 3640
127.0.0.1 - - [25/Oct/2019:04:23:54 -0400] "GET /juddi-gui/ajax/businesssearch.jsp?keyword=%25&offset=0&maxrecords=10&lang=&chooser=true&_=1571991795158 HTTP/1.1" 200 1815
127.0.0.1 - - [25/Oct/2019:04:24:09 -0400] "POST /juddiv3/services/inquiry HTTP/1.1" 200 938
127.0.0.1 - - [25/Oct/2019:04:24:09 -0400] "POST /juddi-gui/ajax/importFromWsdl.jsp HTTP/1.1" 200 672
127.0.0.1 - - [25/Oct/2019:04:24:11 -0400] "POST /juddiv3/services/inquiry HTTP/1.1" 200 938
127.0.0.1 - - [25/Oct/2019:04:24:13 -0400] "POST /juddiv3/services/publish HTTP/1.1" 200 1592
127.0.0.1 - - [25/Oct/2019:04:24:13 -0400] "POST /juddiv3/services/publish HTTP/1.1" 200 1026
127.0.0.1 - - [25/Oct/2019:04:24:13 -0400] "POST /juddiv3/services/inquiry HTTP/1.1" 200 3151
127.0.0.1 - - [25/Oct/2019:04:24:13 -0400] "POST /juddiv3/services/publish HTTP/1.1" 200 5300
127.0.0.1 - - [25/Oct/2019:04:24:13 -0400] "POST /juddi-gui/ajax/importFromWsdl.jsp HTTP/1.1" 200 1090
127.0.0.1 - - [25/Oct/2019:04:24:26 -0400] "GET /juddi-gui/serviceBrowse.jsp HTTP/1.1" 200 21764
127.0.0.1 - - [25/Oct/2019:04:24:26 -0400] "GET /juddi-gui/js/i18n.js.jsp HTTP/1.1" 200 3080
127.0.0.1 - - [25/Oct/2019:04:24:26 -0400] "POST /juddiv3/services/inquiry HTTP/1.1" 200 3612
127.0.0.1 - - [25/Oct/2019:04:24:26 -0400] "GET /juddi-gui/ajax/servicesearch.jsp?keyword=%25&offset=%5Bobject%20HTMLSpanElement%5D&maxrecords=20&lang=&_=1571991866452 HTTP/1.1" 200 6294
127.0.0.1 - - [25/Oct/2019:04:24:30 -0400] "GET /juddi-gui/search.jsp HTTP/1.1" 200 47711
127.0.0.1 - - [25/Oct/2019:04:24:30 -0400] "GET /juddi-gui/js/i18n.js.jsp HTTP/1.1" 200 3080
127.0.0.1 - - [25/Oct/2019:04:24:30 -0400] "POST /juddiv3/services/inquiry HTTP/1.1" 200 3033
127.0.0.1 - - [25/Oct/2019:04:24:30 -0400] "GET /juddi-gui/ajax/tmodelsearch.jsp?keyword=%25&offset=0&maxrecords=10&lang=&chooser=undefined&_=1571991870442 HTTP/1.1" 200 2404
127.0.0.1 - - [25/Oct/2019:04:24:45 -0400] "POST /juddiv3/services/inquiry HTTP/1.1" 200 1092
127.0.0.1 - - [25/Oct/2019:04:24:45 -0400] "POST /juddi-gui/ajax/search.jsp HTTP/1.1" 200 314
127.0.0.1 - - [25/Oct/2019:04:26:45 -0400] "GET /juddi-gui/settings.jsp HTTP/1.1" 401 1034
127.0.0.1 - uddiadmin [25/Oct/2019:04:26:46 -0400] "GET /juddi-gui/css/bootstrap.min.css HTTP/1.1" 304 -
127.0.0.1 - uddiadmin [25/Oct/2019:04:26:46 -0400] "GET /juddi-gui/css/bootstrap-datetimepicker.min.css HTTP/1.1" 304 -
127.0.0.1 - uddiadmin [25/Oct/2019:04:26:46 -0400] "GET /juddi-gui/css/font-awesome.min.css HTTP/1.1" 304 -
127.0.0.1 - uddiadmin [25/Oct/2019:04:26:46 -0400] "GET /juddi-gui/css/bootstrap-modal.css HTTP/1.1" 304 -
127.0.0.1 - uddiadmin [25/Oct/2019:04:26:46 -0400] "GET /juddi-gui/settings.jsp HTTP/1.1" 200 55209
127.0.0.1 - uddiadmin [25/Oct/2019:04:26:46 -0400] "GET /juddi-gui/js/jquery-1.9.1.js HTTP/1.1" 304 -
127.0.0.1 - uddiadmin [25/Oct/2019:04:26:46 -0400] "GET /juddi-gui/css/bootstrap-timepicker.min.css HTTP/1.1" 304 -
127.0.0.1 - uddiadmin [25/Oct/2019:04:26:46 -0400] "GET /juddi-gui/css/ui-lightness/jquery-ui-1.10.2.custom.min.css HTTP/1.1" 304 -
